card_type_id,name,hp,rarity,artist,supertype,convertedRetreatCost,set_name,set_series,number,type_1,subtype_1,nationalPokedexNumber,num_abilities,num_attacks,num_resistances,num_weaknesses,price_type,price_bucket,release_year
sv1-106_reverseHolofoil,Houndstone,140,Rare,Kouki Saitou,Pokémon,3,Scarlet & Violet,Scarlet & Violet,106,Psychic,Stage 1,972.0,0,1,1,1,reverseHolofoil,low,2023
sv1-107_normal,Mankey,60,Common,nagimiso,Pokémon,1,Scarlet & Violet,Scarlet & Violet,107,Fighting,Basic,56.0,0,1,0,1,normal,low,2023
sv1-107_reverseHolofoil,Mankey,60,Common,nagimiso,Pokémon,1,Scarlet & Violet,Scarlet & Violet,107,Fighting,Basic,56.0,0,1,0,1,reverseHolofoil,low,2023
sv1-108_normal,Primeape,90,Common,Ryuta Fuse,Pokémon,1,Scarlet & Violet,Scarlet & Violet,108,Fighting,Stage 1,57.0,0,1,0,1,normal,low,2023
sv1-108_reverseHolofoil,Primeape,90,Common,Ryuta Fuse,Pokémon,1,Scarlet & Violet,Scarlet & Violet,108,Fighting,Stage 1,57.0,0,1,0,1,reverseHolofoil,low,2023
sv1-109_holofoil,Annihilape,140,Rare,Anesaki Dynamic,Pokémon,2,Scarlet & Violet,Scarlet & Violet,109,Fighting,Stage 2,979.0,0,2,0,1,holofoil,low,2023
sv1-109_reverseHolofoil,Annihilape,140,Rare,Anesaki Dynamic,Pokémon,2,Scarlet & Violet,Scarlet & Violet,109,Fighting,Stage 2,979.0,0,2,0,1,reverseHolofoil,low,2023
sv1-111_normal,Medicham,90,Uncommon,Jerky,Pokémon,1,Scarlet & Violet,Scarlet & Violet,111,Fighting,Stage 1,308.0,0,2,0,1,normal,low,2023
sv1-111_reverseHolofoil,Medicham,90,Uncommon,Jerky,Pokémon,1,Scarlet & Violet,Scarlet & Violet,111,Fighting,Stage 1,308.0,0,2,0,1,reverseHolofoil,low,2023
sv1-110_normal,Meditite,60,Common,miki kudo,Pokémon,1,Scarlet & Violet,Scarlet & Violet,110,Fighting,Basic,307.0,0,1,0,1,normal,low,2023
sv1-110_reverseHolofoil,Meditite,60,Common,miki kudo,Pokémon,1,Scarlet & Violet,Scarlet & Violet,110,Fighting,Basic,307.0,0,1,0,1,reverseHolofoil,low,2023
sv1-113_normal,Riolu,70,Common,chibi,Pokémon,1,Scarlet & Violet,Scarlet & Violet,113,Fighting,Basic,447.0,0,2,0,1,normal,low,2023
sv1-113_reverseHolofoil,Riolu,70,Common,chibi,Pokémon,1,Scarlet & Violet,Scarlet & Violet,113,Fighting,Basic,447.0,0,2,0,1,reverseHolofoil,low,2023
sv1-112_normal,Riolu,70,Common,Naoyo Kimura,Pokémon,1,Scarlet & Violet,Scarlet & Violet,112,Fighting,Basic,447.0,0,2,0,1,normal,low,2023
sv1-112_reverseHolofoil,Riolu,70,Common,Naoyo Kimura,Pokémon,1,Scarlet & Violet,Scarlet & Violet,112,Fighting,Basic,447.0,0,2,0,1,reverseHolofoil,low,2023
sv1-114_normal,Lucario,130,Uncommon,Nurikabe,Pokémon,2,Scarlet & Violet,Scarlet & Violet,114,Fighting,Stage 1,448.0,0,2,0,1,normal,low,2023
sv1-114_reverseHolofoil,Lucario,130,Uncommon,Nurikabe,Pokémon,2,Scarlet & Violet,Scarlet & Violet,114,Fighting,Stage 1,448.0,0,2,0,1,reverseHolofoil,low,2023
sv1-115_normal,Sandile,70,Common,Tomokazu Komiya,Pokémon,2,Scarlet & Violet,Scarlet & Violet,115,Fighting,Basic,551.0,0,2,0,1,normal,low,2023
sv1-115_reverseHolofoil,Sandile,70,Common,Tomokazu Komiya,Pokémon,2,Scarlet & Violet,Scarlet & Violet,115,Fighting,Basic,551.0,0,2,0,1,reverseHolofoil,low,2023
sv1-117_normal,Krookodile,170,Uncommon,Misa Tsutsui,Pokémon,3,Scarlet & Violet,Scarlet & Violet,117,Fighting,Stage 2,553.0,0,2,0,1,normal,low,2023
sv1-117_reverseHolofoil,Krookodile,170,Uncommon,Misa Tsutsui,Pokémon,3,Scarlet & Violet,Scarlet & Violet,117,Fighting,Stage 2,553.0,0,2,0,1,reverseHolofoil,low,2023
sv1-118_holofoil,Hawlucha,70,Rare,GOSSAN,Pokémon,1,Scarlet & Violet,Scarlet & Violet,118,Fighting,Basic,701.0,1,1,0,1,holofoil,low,2023
sv1-118_reverseHolofoil,Hawlucha,70,Rare,GOSSAN,Pokémon,1,Scarlet & Violet,Scarlet & Violet,118,Fighting,Basic,701.0,1,1,0,1,reverseHolofoil,low,2023
sv1-116_normal,Krokorok,100,Common,kantaro,Pokémon,2,Scarlet & Violet,Scarlet & Violet,116,Fighting,Stage 1,552.0,0,2,0,1,normal,low,2023
sv1-116_reverseHolofoil,Krokorok,100,Common,kantaro,Pokémon,2,Scarlet & Violet,Scarlet & Violet,116,Fighting,Stage 1,552.0,0,2,0,1,reverseHolofoil,low,2023
sv1-119_normal,Silicobra,80,Common,Kouki Saitou,Pokémon,2,Scarlet & Violet,Scarlet & Violet,119,Fighting,Basic,843.0,0,1,0,1,normal,low,2023
sv1-119_reverseHolofoil,Silicobra,80,Common,Kouki Saitou,Pokémon,2,Scarlet & Violet,Scarlet & Violet,119,Fighting,Basic,843.0,0,1,0,1,reverseHolofoil,low,2023
sv1-120_normal,Sandaconda,140,Uncommon,Yuya Oka,Pokémon,3,Scarlet & Violet,Scarlet & Violet,120,Fighting,Stage 1,844.0,0,2,0,1,normal,low,2023
sv1-120_reverseHolofoil,Sandaconda,140,Uncommon,Yuya Oka,Pokémon,3,Scarlet & Violet,Scarlet & Violet,120,Fighting,Stage 1,844.0,0,2,0,1,reverseHolofoil,low,2023
sv1-121_normal,Stonjourner,130,Uncommon,Yuka Morii,Pokémon,2,Scarlet & Violet,Scarlet & Violet,121,Fighting,Basic,874.0,1,1,0,1,normal,low,2023
sv1-121_reverseHolofoil,Stonjourner,130,Uncommon,Yuka Morii,Pokémon,2,Scarlet & Violet,Scarlet & Violet,121,Fighting,Basic,874.0,1,1,0,1,reverseHolofoil,low,2023
sv1-123_holofoil,Great Tusk ex,250,Double Rare,5ban Graphics,Pokémon,4,Scarlet & Violet,Scarlet & Violet,123,Fighting,Basic,984.0,0,2,0,1,holofoil,low,2023
sv1-122_holofoil,Klawf,130,Rare,nagimiso,Pokémon,3,Scarlet & Violet,Scarlet & Violet,122,Fighting,Basic,950.0,0,2,0,1,holofoil,low,2023
sv1-122_reverseHolofoil,Klawf,130,Rare,nagimiso,Pokémon,3,Scarlet & Violet,Scarlet & Violet,122,Fighting,Basic,950.0,0,2,0,1,reverseHolofoil,low,2023
sv1-124_holofoil,Koraidon,130,Rare,Kouki Saitou,Pokémon,2,Scarlet & Violet,Scarlet & Violet,124,Fighting,Basic,1007.0,0,2,0,1,holofoil,low,2023
sv1-124_reverseHolofoil,Koraidon,130,Rare,Kouki Saitou,Pokémon,2,Scarlet & Violet,Scarlet & Violet,124,Fighting,Basic,1007.0,0,2,0,1,reverseHolofoil,low,2023
sv1-125_holofoil,Koraidon ex,230,Double Rare,aky CG Works,Pokémon,2,Scarlet & Violet,Scarlet & Violet,125,Fighting,Basic,1007.0,1,1,0,1,holofoil,low,2023
sv1-126_normal,Grimer,80,Common,Kouki Saitou,Pokémon,3,Scarlet & Violet,Scarlet & Violet,126,Darkness,Basic,88.0,0,1,0,1,normal,low,2023
sv1-126_reverseHolofoil,Grimer,80,Common,Kouki Saitou,Pokémon,3,Scarlet & Violet,Scarlet & Violet,126,Darkness,Basic,88.0,0,1,0,1,reverseHolofoil,low,2023
sv1-127_normal,Muk,140,Uncommon,Haru Akasaka,Pokémon,4,Scarlet & Violet,Scarlet & Violet,127,Darkness,Stage 1,89.0,1,1,0,1,normal,low,2023
sv1-127_reverseHolofoil,Muk,140,Uncommon,Haru Akasaka,Pokémon,4,Scarlet & Violet,Scarlet & Violet,127,Darkness,Stage 1,89.0,1,1,0,1,reverseHolofoil,low,2023
sv1-128_normal,Seviper,120,Common,sui,Pokémon,2,Scarlet & Violet,Scarlet & Violet,128,Darkness,Basic,336.0,0,2,0,1,normal,low,2023
sv1-128_reverseHolofoil,Seviper,120,Common,sui,Pokémon,2,Scarlet & Violet,Scarlet & Violet,128,Darkness,Basic,336.0,0,2,0,1,reverseHolofoil,low,2023
sv1-132_normal,Pawniard,70,Common,sowsow,Pokémon,1,Scarlet & Violet,Scarlet & Violet,132,Darkness,Basic,624.0,0,2,0,1,normal,low,2023
sv1-132_reverseHolofoil,Pawniard,70,Common,sowsow,Pokémon,1,Scarlet & Violet,Scarlet & Violet,132,Darkness,Basic,624.0,0,2,0,1,reverseHolofoil,low,2023
sv1-129_normal,Spiritomb,70,Uncommon,Naoyo Kimura,Pokémon,1,Scarlet & Violet,Scarlet & Violet,129,Darkness,Basic,442.0,0,2,0,1,normal,low,2023
sv1-129_reverseHolofoil,Spiritomb,70,Uncommon,Naoyo Kimura,Pokémon,1,Scarlet & Violet,Scarlet & Violet,129,Darkness,Basic,442.0,0,2,0,1,reverseHolofoil,low,2023
sv1-130_normal,Croagunk,70,Common,Shiburingaru,Pokémon,1,Scarlet & Violet,Scarlet & Violet,130,Darkness,Basic,453.0,0,2,0,1,normal,low,2023
sv1-130_reverseHolofoil,Croagunk,70,Common,Shiburingaru,Pokémon,1,Scarlet & Violet,Scarlet & Violet,130,Darkness,Basic,453.0,0,2,0,1,reverseHolofoil,low,2023
sv1-131_holofoil,Toxicroak ex,250,Double Rare,Nisota Niso,Pokémon,2,Scarlet & Violet,Scarlet & Violet,131,Darkness,Stage 1,454.0,0,2,0,1,holofoil,low,2023
sv1-133_normal,Bisharp,120,Common,Hideki Ishikawa,Pokémon,1,Scarlet & Violet,Scarlet & Violet,133,Darkness,Stage 1,625.0,0,2,0,1,normal,low,2023
sv1-133_reverseHolofoil,Bisharp,120,Common,Hideki Ishikawa,Pokémon,1,Scarlet & Violet,Scarlet & Violet,133,Darkness,Stage 1,625.0,0,2,0,1,reverseHolofoil,low,2023
sv1-134_holofoil,Kingambit,170,Rare,Anesaki Dynamic,Pokémon,3,Scarlet & Violet,Scarlet & Violet,134,Darkness,Stage 2,983.0,1,1,0,1,holofoil,low,2023
sv1-134_reverseHolofoil,Kingambit,170,Rare,Anesaki Dynamic,Pokémon,3,Scarlet & Violet,Scarlet & Violet,134,Darkness,Stage 2,983.0,1,1,0,1,reverseHolofoil,low,2023
sv1-135_normal,Maschiff,70,Common,kantaro,Pokémon,2,Scarlet & Violet,Scarlet & Violet,135,Darkness,Basic,942.0,0,2,0,1,normal,low,2023
sv1-135_reverseHolofoil,Maschiff,70,Common,kantaro,Pokémon,2,Scarlet & Violet,Scarlet & Violet,135,Darkness,Basic,942.0,0,2,0,1,reverseHolofoil,low,2023
sv1-136_normal,Maschiff,80,Common,KEIICHIRO ITO,Pokémon,3,Scarlet & Violet,Scarlet & Violet,136,Darkness,Basic,942.0,0,1,0,1,normal,low,2023
sv1-136_reverseHolofoil,Maschiff,80,Common,KEIICHIRO ITO,Pokémon,3,Scarlet & Violet,Scarlet & Violet,136,Darkness,Basic,942.0,0,1,0,1,reverseHolofoil,low,2023
sv1-139_normal,Forretress,120,Uncommon,Lee HyunJung,Pokémon,3,Scarlet & Violet,Scarlet & Violet,139,Metal,Stage 1,205.0,0,2,1,1,normal,low,2023
sv1-139_reverseHolofoil,Forretress,120,Uncommon,Lee HyunJung,Pokémon,3,Scarlet & Violet,Scarlet & Violet,139,Metal,Stage 1,205.0,0,2,1,1,reverseHolofoil,low,2023
sv1-137_normal,Mabosstiff,130,Uncommon,KIYOTAKA OSHIYAMA,Pokémon,3,Scarlet & Violet,Scarlet & Violet,137,Darkness,Stage 1,943.0,1,1,0,1,normal,low,2023
sv1-137_reverseHolofoil,Mabosstiff,130,Uncommon,KIYOTAKA OSHIYAMA,Pokémon,3,Scarlet & Violet,Scarlet & Violet,137,Darkness,Stage 1,943.0,1,1,0,1,reverseHolofoil,low,2023
sv1-138_normal,Bombirdier,110,Uncommon,nagimiso,Pokémon,1,Scarlet & Violet,Scarlet & Violet,138,Darkness,Basic,962.0,0,2,1,1,normal,low,2023
sv1-138_reverseHolofoil,Bombirdier,110,Uncommon,nagimiso,Pokémon,1,Scarlet & Violet,Scarlet & Violet,138,Darkness,Basic,962.0,0,2,1,1,reverseHolofoil,low,2023
sv1-140_normal,Varoom,60,Common,Shin Nagasawa,Pokémon,1,Scarlet & Violet,Scarlet & Violet,140,Metal,Basic,965.0,0,1,1,1,normal,low,2023
sv1-140_reverseHolofoil,Varoom,60,Common,Shin Nagasawa,Pokémon,1,Scarlet & Violet,Scarlet & Violet,140,Metal,Basic,965.0,0,1,1,1,reverseHolofoil,low,2023
sv1-142_holofoil,Revavroom,140,Rare,Anesaki Dynamic,Pokémon,2,Scarlet & Violet,Scarlet & Violet,142,Metal,Stage 1,966.0,1,1,1,1,holofoil,low,2023
sv1-142_reverseHolofoil,Revavroom,140,Rare,Anesaki Dynamic,Pokémon,2,Scarlet & Violet,Scarlet & Violet,142,Metal,Stage 1,966.0,1,1,1,1,reverseHolofoil,low,2023
sv1-141_normal,Varoom,80,Common,nagimiso,Pokémon,2,Scarlet & Violet,Scarlet & Violet,141,Metal,Basic,965.0,0,1,1,1,normal,low,2023
sv1-141_reverseHolofoil,Varoom,80,Common,nagimiso,Pokémon,2,Scarlet & Violet,Scarlet & Violet,141,Metal,Basic,965.0,0,1,1,1,reverseHolofoil,low,2023
sv1-143_holofoil,Iron Treads ex,220,Double Rare,5ban Graphics,Pokémon,3,Scarlet & Violet,Scarlet & Violet,143,Metal,Basic,990.0,0,2,1,1,holofoil,low,2023
sv1-144_normal,Chansey,110,Common,sui,Pokémon,2,Scarlet & Violet,Scarlet & Violet,144,Colorless,Basic,113.0,0,2,0,1,normal,low,2023
sv1-144_reverseHolofoil,Chansey,110,Common,sui,Pokémon,2,Scarlet & Violet,Scarlet & Violet,144,Colorless,Basic,113.0,0,2,0,1,reverseHolofoil,low,2023
sv1-145_normal,Blissey,150,Uncommon,chibi,Pokémon,2,Scarlet & Violet,Scarlet & Violet,145,Colorless,Stage 1,242.0,1,1,0,1,normal,low,2023
sv1-145_reverseHolofoil,Blissey,150,Uncommon,chibi,Pokémon,2,Scarlet & Violet,Scarlet & Violet,145,Colorless,Stage 1,242.0,1,1,0,1,reverseHolofoil,low,2023
sv1-146_normal,Zangoose,90,Common,Yuya Oka,Pokémon,1,Scarlet & Violet,Scarlet & Violet,146,Colorless,Basic,335.0,0,1,0,1,normal,low,2023
sv1-146_reverseHolofoil,Zangoose,90,Common,Yuya Oka,Pokémon,1,Scarlet & Violet,Scarlet & Violet,146,Colorless,Basic,335.0,0,1,0,1,reverseHolofoil,low,2023
sv1-148_normal,Starly,60,Common,Yuka Morii,Pokémon,1,Scarlet & Violet,Scarlet & Violet,148,Colorless,Basic,396.0,0,1,1,1,normal,low,2023
sv1-148_reverseHolofoil,Starly,60,Common,Yuka Morii,Pokémon,1,Scarlet & Violet,Scarlet & Violet,148,Colorless,Basic,396.0,0,1,1,1,reverseHolofoil,low,2023
sv1-147_normal,Zangoose,110,Uncommon,aoki,Pokémon,2,Scarlet & Violet,Scarlet & Violet,147,Colorless,Basic,335.0,0,2,0,1,normal,low,2023
sv1-147_reverseHolofoil,Zangoose,110,Uncommon,aoki,Pokémon,2,Scarlet & Violet,Scarlet & Violet,147,Colorless,Basic,335.0,0,2,0,1,reverseHolofoil,low,2023
sv1-151_normal,Skwovet,60,Common,HYOGONOSUKE,Pokémon,1,Scarlet & Violet,Scarlet & Violet,151,Colorless,Basic,819.0,1,1,0,1,normal,low,2023
sv1-151_reverseHolofoil,Skwovet,60,Common,HYOGONOSUKE,Pokémon,1,Scarlet & Violet,Scarlet & Violet,151,Colorless,Basic,819.0,1,1,0,1,reverseHolofoil,low,2023
sv1-149_normal,Staravia,80,Common,kantaro,Pokémon,1,Scarlet & Violet,Scarlet & Violet,149,Colorless,Stage 1,397.0,0,2,1,1,normal,low,2023
sv1-149_reverseHolofoil,Staravia,80,Common,kantaro,Pokémon,1,Scarlet & Violet,Scarlet & Violet,149,Colorless,Stage 1,397.0,0,2,1,1,reverseHolofoil,low,2023
sv1-150_normal,Staraptor,150,Uncommon,Atsushi Furusawa,Pokémon,1,Scarlet & Violet,Scarlet & Violet,150,Colorless,Stage 2,398.0,0,2,1,1,normal,low,2023
sv1-150_reverseHolofoil,Staraptor,150,Uncommon,Atsushi Furusawa,Pokémon,1,Scarlet & Violet,Scarlet & Violet,150,Colorless,Stage 2,398.0,0,2,1,1,reverseHolofoil,low,2023
sv1-153_holofoil,Indeedee,90,Rare,Kagemaru Himeno,Pokémon,1,Scarlet & Violet,Scarlet & Violet,153,Colorless,Basic,876.0,0,2,0,1,holofoil,low,2023
sv1-153_reverseHolofoil,Indeedee,90,Rare,Kagemaru Himeno,Pokémon,1,Scarlet & Violet,Scarlet & Violet,153,Colorless,Basic,876.0,0,2,0,1,reverseHolofoil,low,2023
sv1-152_normal,Greedent,120,Uncommon,kantaro,Pokémon,2,Scarlet & Violet,Scarlet & Violet,152,Colorless,Stage 1,820.0,0,2,0,1,normal,low,2023
sv1-152_reverseHolofoil,Greedent,120,Uncommon,kantaro,Pokémon,2,Scarlet & Violet,Scarlet & Violet,152,Colorless,Stage 1,820.0,0,2,0,1,reverseHolofoil,low,2023
sv1-154_normal,Lechonk,60,Common,Teeziro,Pokémon,1,Scarlet & Violet,Scarlet & Violet,154,Colorless,Basic,915.0,0,2,0,1,normal,low,2023
sv1-154_reverseHolofoil,Lechonk,60,Common,Teeziro,Pokémon,1,Scarlet & Violet,Scarlet & Violet,154,Colorless,Basic,915.0,0,2,0,1,reverseHolofoil,low,2023
sv1-158_holofoil,Oinkologne ex,260,Double Rare,aky CG Works,Pokémon,2,Scarlet & Violet,Scarlet & Violet,158,Colorless,Stage 1,916.0,0,2,0,1,holofoil,low,2023
sv1-157_normal,Oinkologne,120,Uncommon,kirisAki,Pokémon,2,Scarlet & Violet,Scarlet & Violet,157,Colorless,Stage 1,916.0,0,2,0,1,normal,low,2023
sv1-157_reverseHolofoil,Oinkologne,120,Uncommon,kirisAki,Pokémon,2,Scarlet & Violet,Scarlet & Violet,157,Colorless,Stage 1,916.0,0,2,0,1,reverseHolofoil,low,2023
sv1-155_normal,Lechonk,60,Common,kodama,Pokémon,1,Scarlet & Violet,Scarlet & Violet,155,Colorless,Basic,915.0,0,2,0,1,normal,low,2023
sv1-155_reverseHolofoil,Lechonk,60,Common,kodama,Pokémon,1,Scarlet & Violet,Scarlet & Violet,155,Colorless,Basic,915.0,0,2,0,1,reverseHolofoil,low,2023
sv1-156_normal,Lechonk,70,Common,Mina Nakai,Pokémon,1,Scarlet & Violet,Scarlet & Violet,156,Colorless,Basic,915.0,0,1,0,1,normal,low,2023
sv1-156_reverseHolofoil,Lechonk,70,Common,Mina Nakai,Pokémon,1,Scarlet & Violet,Scarlet & Violet,156,Colorless,Basic,915.0,0,1,0,1,reverseHolofoil,low,2023
sv1-159_normal,Tandemaus,30,Common,Pani Kobayashi,Pokémon,1,Scarlet & Violet,Scarlet & Violet,159,Colorless,Basic,924.0,0,1,0,1,normal,low,2023
sv1-159_reverseHolofoil,Tandemaus,30,Common,Pani Kobayashi,Pokémon,1,Scarlet & Violet,Scarlet & Violet,159,Colorless,Basic,924.0,0,1,0,1,reverseHolofoil,low,2023
sv1-160_normal,Tandemaus,40,Common,yuu,Pokémon,1,Scarlet & Violet,Scarlet & Violet,160,Colorless,Basic,924.0,0,1,0,1,normal,low,2023
sv1-160_reverseHolofoil,Tandemaus,40,Common,yuu,Pokémon,1,Scarlet & Violet,Scarlet & Violet,160,Colorless,Basic,924.0,0,1,0,1,reverseHolofoil,low,2023
sv1-162_normal,Squawkabilly,70,Common,Oswaldo KATO,Pokémon,1,Scarlet & Violet,Scarlet & Violet,162,Colorless,Basic,931.0,0,2,1,1,normal,low,2023
sv1-162_reverseHolofoil,Squawkabilly,70,Common,Oswaldo KATO,Pokémon,1,Scarlet & Violet,Scarlet & Violet,162,Colorless,Basic,931.0,0,2,1,1,reverseHolofoil,low,2023
sv1-161_normal,Maushold,70,Uncommon,KIYOTAKA OSHIYAMA,Pokémon,1,Scarlet & Violet,Scarlet & Violet,161,Colorless,Stage 1,925.0,0,2,0,1,normal,low,2023
sv1-161_reverseHolofoil,Maushold,70,Uncommon,KIYOTAKA OSHIYAMA,Pokémon,1,Scarlet & Violet,Scarlet & Violet,161,Colorless,Stage 1,925.0,0,2,0,1,reverseHolofoil,low,2023
sv1-164_holofoil,Cyclizar,110,Rare,Ryota Murayama,Pokémon,0,Scarlet & Violet,Scarlet & Violet,164,Colorless,Basic,967.0,0,2,0,1,holofoil,low,2023
sv1-164_reverseHolofoil,Cyclizar,110,Rare,Ryota Murayama,Pokémon,0,Scarlet & Violet,Scarlet & Violet,164,Colorless,Basic,967.0,0,2,0,1,reverseHolofoil,low,2023
sv1-163_normal,Cyclizar,110,Uncommon,AKIRA EGAWA,Pokémon,1,Scarlet & Violet,Scarlet & Violet,163,Colorless,Basic,967.0,0,1,0,1,normal,low,2023
sv1-163_reverseHolofoil,Cyclizar,110,Uncommon,AKIRA EGAWA,Pokémon,1,Scarlet & Violet,Scarlet & Violet,163,Colorless,Basic,967.0,0,1,0,1,reverseHolofoil,low,2023
sv1-165_normal,Flamigo,110,Uncommon,kantaro,Pokémon,1,Scarlet & Violet,Scarlet & Violet,165,Colorless,Basic,973.0,0,2,1,1,normal,low,2023
sv1-165_reverseHolofoil,Flamigo,110,Uncommon,kantaro,Pokémon,1,Scarlet & Violet,Scarlet & Violet,165,Colorless,Basic,973.0,0,2,1,1,reverseHolofoil,low,2023
sv1-166_normal,Arven,0,Uncommon,GIDORA,Trainer,0,Scarlet & Violet,Scarlet & Violet,166,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2023
sv1-166_reverseHolofoil,Arven,0,Uncommon,GIDORA,Trainer,0,Scarlet & Violet,Scarlet & Violet,166,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-167_normal,Beach Court,0,Uncommon,Oswaldo KATO,Trainer,0,Scarlet & Violet,Scarlet & Violet,167,Unknown,Stadium,Unknown,0,0,0,0,normal,low,2023
sv1-167_reverseHolofoil,Beach Court,0,Uncommon,Oswaldo KATO,Trainer,0,Scarlet & Violet,Scarlet & Violet,167,Unknown,Stadium,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-173_normal,Energy Switch,0,Common,Studio Bora Inc.,Trainer,0,Scarlet & Violet,Scarlet & Violet,173,Unknown,Item,Unknown,0,0,0,0,normal,low,2023
sv1-173_reverseHolofoil,Energy Switch,0,Common,Studio Bora Inc.,Trainer,0,Scarlet & Violet,Scarlet & Violet,173,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-169_normal,Defiance Band,0,Uncommon,inose yukie,Trainer,0,Scarlet & Violet,Scarlet & Violet,169,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2023
sv1-169_reverseHolofoil,Defiance Band,0,Uncommon,inose yukie,Trainer,0,Scarlet & Violet,Scarlet & Violet,169,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-171_normal,Energy Retrieval,0,Common,Studio Bora Inc.,Trainer,0,Scarlet & Violet,Scarlet & Violet,171,Unknown,Item,Unknown,0,0,0,0,normal,low,2023
sv1-171_reverseHolofoil,Energy Retrieval,0,Common,Studio Bora Inc.,Trainer,0,Scarlet & Violet,Scarlet & Violet,171,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-172_normal,Energy Search,0,Common,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,172,Unknown,Item,Unknown,0,0,0,0,normal,low,2023
sv1-172_reverseHolofoil,Energy Search,0,Common,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,172,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-174_normal,Exp. Share,0,Uncommon,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,174,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2023
sv1-174_reverseHolofoil,Exp. Share,0,Uncommon,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,174,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-168_normal,Crushing Hammer,0,Common,Ayaka Yoshida,Trainer,0,Scarlet & Violet,Scarlet & Violet,168,Unknown,Item,Unknown,0,0,0,0,normal,low,2023
sv1-168_reverseHolofoil,Crushing Hammer,0,Common,Ayaka Yoshida,Trainer,0,Scarlet & Violet,Scarlet & Violet,168,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-170_normal,Electric Generator,0,Uncommon,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,170,Unknown,Item,Unknown,0,0,0,0,normal,low,2023
sv1-170_reverseHolofoil,Electric Generator,0,Uncommon,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,170,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-176_normal,Judge,0,Uncommon,Hideki Ishikawa,Trainer,0,Scarlet & Violet,Scarlet & Violet,176,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2023
sv1-176_reverseHolofoil,Judge,0,Uncommon,Hideki Ishikawa,Trainer,0,Scarlet & Violet,Scarlet & Violet,176,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-178_normal,Mesagoza,0,Uncommon,Oswaldo KATO,Trainer,0,Scarlet & Violet,Scarlet & Violet,178,Unknown,Stadium,Unknown,0,0,0,0,normal,low,2023
sv1-178_reverseHolofoil,Mesagoza,0,Uncommon,Oswaldo KATO,Trainer,0,Scarlet & Violet,Scarlet & Violet,178,Unknown,Stadium,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-175_normal,Jacq,0,Uncommon,GIDORA,Trainer,0,Scarlet & Violet,Scarlet & Violet,175,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2023
sv1-175_reverseHolofoil,Jacq,0,Uncommon,GIDORA,Trainer,0,Scarlet & Violet,Scarlet & Violet,175,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-177_normal,Katy,0,Uncommon,Akira Komayama,Trainer,0,Scarlet & Violet,Scarlet & Violet,177,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2023
sv1-177_reverseHolofoil,Katy,0,Uncommon,Akira Komayama,Trainer,0,Scarlet & Violet,Scarlet & Violet,177,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-179_normal,Miriam,0,Uncommon,Sanosuke Sakuma,Trainer,0,Scarlet & Violet,Scarlet & Violet,179,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2023
sv1-179_reverseHolofoil,Miriam,0,Uncommon,Sanosuke Sakuma,Trainer,0,Scarlet & Violet,Scarlet & Violet,179,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-180_normal,Nemona,0,Common,Sanosuke Sakuma,Trainer,0,Scarlet & Violet,Scarlet & Violet,180,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2023
sv1-180_reverseHolofoil,Nemona,0,Common,Sanosuke Sakuma,Trainer,0,Scarlet & Violet,Scarlet & Violet,180,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2023
sv1-181_normal,Nest Ball,0,Uncommon,Toyste Beach,Trainer,0,Scarlet & Violet,Scarlet & Violet,181,Unknown,Item,Unknown,0,0,0,0,normal,low,2023
